"","number","contract_name","name","address","banking","bonus","bike_stands","available_bike_stands","available_bikes","status","last_update","position.lat","position.lng"
"248",5032,"lyon","5032 - MÉNIVAL / EISENHOWER","",FALSE,FALSE,12,8,4,"OPEN",1695362758000,45.756757,4.783206
"249",3070,"lyon","3070 - REBATEL / SAINT-MAXIMIN","",FALSE,FALSE,30,28,1,"OPEN",1695363255000,45.747835,4.872261
"250",10074,"lyon","10074 - ZOLA / PASSAGE REY","Cours E. Zola / Angle passage Rey",FALSE,FALSE,19,12,7,"OPEN",1695363224000,45.770099,4.876728
"251",8015,"lyon","8015 - JEAN XXIII","RUE MARYSE BASTIE",FALSE,FALSE,16,7,9,"OPEN",1695363236000,45.740324,4.874192
"252",3089,"lyon","3089 - TRARIEUX / LACASSAGNE","221 AV. LACASSAGNE",TRUE,FALSE,24,22,1,"OPEN",1695363264000,45.745304,4.888964
"253",5055,"lyon","5055 - BUYER / APOLLINAIRE","101 AV. BARTHELEMY BUYER",FALSE,TRUE,22,21,1,"OPEN",1695363063000,45.762013,4.802751
"254",10048,"lyon","10048 - PLACE MARENGO","52 AV. MARC SANGNIER (VILLEURBANNE)",FALSE,FALSE,27,21,5,"OPEN",1695363261000,45.759176,4.875958
"255",10115,"lyon","10115 - PLACE D'ESPAGNE / STADE KRUGER","173 AV. PAUL KRUGER (VILLEURBANNE)",TRUE,FALSE,22,17,5,"OPEN",1695363198000,45.754181,4.90528
"256",10063,"lyon","10063 - PERRIN / JEAN JAURÈS","7 PLACE JULES GRANDCLEMENT (VILLEURBANNE)",TRUE,FALSE,34,13,5,"OPEN",1695363081000,45.758399,4.885601
"257",10045,"lyon","10045 - ALSACE ANATOLE FRANCE","",FALSE,FALSE,20,12,7,"OPEN",1695363135000,45.766921,4.870087
"258",3085,"lyon","3085 - SACRE COEUR","66 RUE ANTOINE CHARIAL",TRUE,FALSE,16,13,3,"OPEN",1695363193000,45.757864,4.868337
"259",3024,"lyon","3024 - ROCKEFELLER / ESQUIROL","Intersection Rockefeller / Esquirol",FALSE,FALSE,19,16,3,"OPEN",1695363114000,45.741336,4.885538
"260",2041,"lyon","2041 - SALA / CHARITÉ","44 RUE SALA",FALSE,FALSE,21,17,3,"OPEN",1695363164000,45.754468,4.833041
"261",10086,"lyon","10086 - ANATOLE FRANCE","Angle Rue de Préssensé / Flachet",FALSE,FALSE,10,6,4,"OPEN",1695363259000,45.769837,4.889629
"262",7011,"lyon","7011 - BERTHELOT / GARIBALDI","Rue Garibaldi - Angle avenue Berthelot",TRUE,FALSE,15,9,6,"OPEN",1695363242000,45.743756,4.847406
"263",10117,"lyon","10117 - LA PERRALIÈRE","166 RUE DU QUATRE AOUT (VILLEURBANNE)",FALSE,FALSE,22,4,18,"OPEN",1695363031000,45.764567,4.892349
"264",9041,"lyon","9041 - CARRET / SÉDALLIAN","10 QUAI PAUL SEDAILLAN",FALSE,FALSE,18,1,17,"OPEN",1695363130000,45.792478,4.820567
"265",9043,"lyon","9043 - MARIETTON OUEST","",FALSE,FALSE,20,6,14,"OPEN",1695363029000,45.776087,4.799725
"266",3091,"lyon","3091 - HOPITAL NEUROLOGIQUE","54 BVD PINEL",FALSE,FALSE,20,4,6,"OPEN",1695363093000,45.748286,4.896975
"267",1024,"lyon","1024 - ROUVILLE","PLACE ROUVILLE",FALSE,FALSE,17,16,0,"OPEN",1695363179000,45.769684,4.824607
"268",10035,"lyon","10035 - BOIRON GRANGER","43 RUE PIERRE BARATIN (VILLEURBANNE)",FALSE,FALSE,16,16,0,"OPEN",1695363128000,45.763139,4.900492
"269",5005,"lyon","5005 - SAINT-PAUL","Près de la gare de St Paul",TRUE,FALSE,23,18,5,"OPEN",1695363043000,45.766278,4.827425
"270",4041,"lyon","4041 - BOUSSANGES / AUSTERLITZ","25 RUE D'AUSTERLITZ",FALSE,TRUE,18,10,8,"OPEN",1695363198000,45.775070841112,4.83549930268728
"271",6043,"lyon","6043 - CITÉ INTERNATIONALE / CINÉMA","80 QUAI CHARLES DE GAULLE",FALSE,FALSE,32,32,0,"OPEN",1695363061000,45.784698,4.851896
"272",3088,"lyon","3088 - PLACE GUICHARD","65 RUE MAZENOD",FALSE,FALSE,16,14,2,"OPEN",1695363193000,45.75882,4.846453
"273",10059,"lyon","10059 - ANATOLE FRANCE / ZOLA","Rue Anatole France",FALSE,FALSE,13,1,12,"OPEN",1695363256000,45.76884,4.884276
"274",8040,"lyon","8040 - AMBROISE PARÉ","Face au 54 Boulevard Ambroise Paré",TRUE,FALSE,24,16,8,"OPEN",1695363007000,45.736289,4.883667
"275",9040,"lyon","9040 - PLACE RHODIACETA","1 PLACE DE LA RHODIACETA",FALSE,FALSE,12,11,1,"OPEN",1695363107000,45.770991,4.807578
"276",6016,"lyon","6016 - VIABERT / THIERS","Angle avenue Thiers",FALSE,FALSE,16,7,9,"OPEN",1695363266000,45.766032,4.862063
"277",6008,"lyon","6008 - PLACE JULES FERRY","17 PLACE JULES FERRY",TRUE,FALSE,20,10,10,"OPEN",1695363260000,45.7684,4.858972
"278",2019,"lyon","2019 - SUCRIERE","",TRUE,FALSE,20,19,1,"OPEN",1695363250000,45.736216,4.815348
"279",5004,"lyon","5004 - SAINT-JEAN","Entre la cathédrale et le funiculaire",TRUE,FALSE,39,19,20,"OPEN",1695363254000,45.760468,4.826548
"280",10030,"lyon","10030 - GREUZE","126 RUE DU 8 MAI 1945 (VILLEURBANNE)",FALSE,FALSE,18,11,7,"OPEN",1695363254000,45.773845,4.893851
"281",10118,"lyon","10118 - VOYANT / CHAMBFORT","99 RUE PIERRE VOYANT (VILLEURBANNE)",FALSE,FALSE,22,5,17,"OPEN",1695363018000,45.767194,4.900597
"282",8060,"lyon","8060 - SANTY / BEAUVISAGE","",FALSE,FALSE,17,3,14,"OPEN",1695363097000,45.731708,4.874205
"283",1022,"lyon","1022 - PLACE TOLOZAN","Place Tolozan - Angle nord-est de la place",FALSE,FALSE,36,33,0,"OPEN",1695363255000,45.769508,4.837495
"284",3031,"lyon","3031 - CORNEILLE / SERVIENT","Angle rue Servient",FALSE,FALSE,13,12,1,"OPEN",1695363205000,45.759906,4.844511
"285",10001,"lyon","10001 - IUT / FEYSSINE","rue de la Technologie",FALSE,FALSE,30,0,30,"OPEN",1695362942000,45.785632,4.882366
"286",3043,"lyon","3043 - PLACE ROUGET DE L'ISLE","Avenue Lacassagne",TRUE,FALSE,16,16,0,"OPEN",1695363143000,45.753975,4.867336
"287",6001,"lyon","6001 - GARE DES BROTTEAUX","Place Jules Ferry angle rue Général Brosset face à la gare des Brotteaux",TRUE,FALSE,16,9,7,"OPEN",1695363237000,45.766893,4.858922
"288",20001,"lyon","20001 - OULLINS - GARE","",TRUE,FALSE,40,4,36,"OPEN",1695363240000,45.717001,4.814072
"289",10114,"lyon","10114 - BEL AIR / LES BROSSES","2 AV. DU BEL AIR (VILLEURBANNE)",FALSE,FALSE,20,17,3,"OPEN",1695363137000,45.757931,4.910776
"290",4008,"lyon","4008 - CLOS SAVARON","",FALSE,TRUE,20,19,1,"OPEN",1695363136000,45.782631,4.825576
"291",10071,"lyon","10071 - LYCÉE MARIE CURIE","64 BVD EUGENE REGUILLON (VILLEURBANNE)",FALSE,FALSE,15,15,0,"OPEN",1695363007000,45.761532,4.895763
"292",10038,"lyon","10038 - CONDORCET","Bvd 11 Nov./prox. arret tram Condorcet",TRUE,FALSE,23,0,23,"OPEN",1695362842000,45.779062,4.866874
"293",10060,"lyon","10060 - SAINT EXUPÉRY","Avenue Antoine Saint Exupery",FALSE,FALSE,15,8,7,"OPEN",1695362937000,45.758874,4.878683
"294",4005,"lyon","4005 - PLACE BERTONE","Rue du Chariot d'Or",FALSE,TRUE,12,12,0,"OPEN",1695363219000,45.77762,4.83453
"295",7031,"lyon","7031 - JAURÈS / GERLAND","42 Rue de Gerland 69007 Lyon",FALSE,FALSE,20,15,2,"OPEN",1695363139000,45.739827,4.840308
"296",9050,"lyon","9050 - ALLEE DE L'EUROPE","AVENUE DU PLATEAU",FALSE,TRUE,12,12,0,"OPEN",1695363187000,45.783698,4.794485
"297",10087,"lyon","10087 - BARATIN","Face au 115 rue Pierre Baratin",TRUE,FALSE,12,8,4,"OPEN",1695363119000,45.760603,4.900702
"298",4026,"lyon","4026 - BIRMINGHAM","Avenue Birmingham, sortie tunnel mode doux côté Saöne - 69000 Lyon",TRUE,FALSE,20,2,18,"OPEN",1695363231000,45.774632,4.813425
"299",10041,"lyon","10041 - KIMMERLING","1 PLACE KIMMERLING (VILLEURBANNE)",FALSE,FALSE,16,12,4,"OPEN",1695362766000,45.752923,4.898891
"300",2020,"lyon","2020 - MUSÉE DES CONFLUENCES","Parvis du musée des confluences",TRUE,FALSE,20,13,7,"OPEN",1695363261000,45.733388,4.818954
"301",17003,"lyon","17003 - ST FONS - THEATRE","",FALSE,FALSE,18,1,17,"OPEN",1695362830000,45.708123,4.861905
"302",4001,"lyon","4001 - CONSERVATOIRE BIS","",FALSE,FALSE,22,14,8,"OPEN",1695363018000,45.770392,4.814254
"303",10043,"lyon","10043 - SALENGRO / FEYSSINE","RUE DE LA FEYSSINE (VILLEURBANNE)",TRUE,FALSE,20,5,15,"OPEN",1695362964000,45.782994,4.890614
"304",5007,"lyon","5007 - PLACE DE TRION","Place de Trion",FALSE,TRUE,16,5,7,"OPEN",1695363233000,45.757916,4.81317
"305",3015,"lyon","3015 - SERVIENT / GARIBALDI","Angle rue Garibaldi",FALSE,FALSE,32,24,8,"OPEN",1695363046000,45.760779,4.85276
"306",8037,"lyon","8037 - CAZENEUVE","Rue Paul Cazeneuve - Angle du boulevard des Etats-Unis",TRUE,FALSE,19,4,15,"OPEN",1695362945000,45.734027,4.862906
"307",3010,"lyon","3010 - PART-DIEU / CUIRASSIERS (FAR)","Rue des Cuirassiers Lyon 3",TRUE,FALSE,34,17,17,"OPEN",1695363082000,45.7589457457871,4.85624511710564
"308",7018,"lyon","7018 - LYCEE LOUISE LABE","2 Rue Crépet 69007 Lyon",FALSE,FALSE,20,2,18,"OPEN",1695363222000,45.740279,4.832061
"309",2015,"lyon","2015 - RÉPUBLIQUE / STELLA","Côté est de la place",TRUE,FALSE,27,26,0,"OPEN",1695363244000,45.760698,4.836279
"310",10056,"lyon","10056 - 11 NOVEMBRE / GASTON BERGER","Avenue du 11 Nov./angle av Gaston Berger",FALSE,FALSE,35,14,21,"OPEN",1695363266000,45.779066,4.871581
"311",3029,"lyon","3029 - PLACE ARISTIDE BRIAND","Angle Gambetta",TRUE,FALSE,38,34,4,"OPEN",1695363260000,45.752967,4.850271
"312",10061,"lyon","10061 - RÉPUBLIQUE","Cours Emile Zola/Angle cours de la République",TRUE,FALSE,17,17,0,"OPEN",1695363193000,45.7708541,4.8726116
"313",4003,"lyon","4003 - PLACE COMMANDANT  ARNAUD","Angle rue de Belfort",FALSE,TRUE,17,15,1,"OPEN",1695363155000,45.779731,4.834708
"314",7064,"lyon","7064 - CROUS","96 RUE CHEVREUL",FALSE,FALSE,17,14,3,"OPEN",1695363241000,45.74541,4.847843
"315",4017,"lyon","4017 - PLACE DES TAPIS","Angle Bvd de la Croix-Rousse",FALSE,TRUE,17,14,2,"OPEN",1695362835000,45.776002,4.829628
"316",34001,"lyon","34001 - NEUVILLE - QUAI PASTEUR","",TRUE,FALSE,20,5,15,"OPEN",1695363073000,45.876622,4.838578
"317",3068,"lyon","3068 - FAURE / MEYNIS","",FALSE,FALSE,28,17,9,"OPEN",1695363183000,45.755068,4.871457
"318",3082,"lyon","3082 - SAXE / MONCEY","33 RUE MONCEY",FALSE,FALSE,28,27,0,"OPEN",1695363253000,45.757578,4.846117
"319",10046,"lyon","10046 - CHARMETTES/ZOLA","Rue des Charmettes/Angle Cours Emile Zola",TRUE,FALSE,23,20,1,"OPEN",1695363043000,45.770705,4.867201
"320",7046,"lyon","7046 - PLACE DE L'ECOLE","Angle rue de St Cloud",FALSE,FALSE,28,13,14,"OPEN",1695362914000,45.730083,4.82781
"321",7002,"lyon","7002 - UNIVERSITÉS LYON III / LYON II","Quai Claude Bernard",TRUE,FALSE,39,17,21,"OPEN",1695363212000,45.7511023770123,4.83615396294288
"322",3007,"lyon","3007 - PLACE D'ARSONVAL","A côté du stand de fleurs",TRUE,FALSE,32,4,27,"OPEN",1695363261000,45.743396,4.87897
"323",3006,"lyon","3006 - VILLETTE / SAINT-ANTOINE","",TRUE,FALSE,23,0,23,"OPEN",1695363183000,45.762876,4.862249
"324",6007,"lyon","6007 - MASSÉNA","Angle Cours Vitton",TRUE,FALSE,27,26,1,"OPEN",1695363265000,45.769654,4.852366
"325",1037,"lyon","1037 - CHAZETTE LASSAGNE","",FALSE,FALSE,20,15,5,"OPEN",1695363107000,45.77291,4.837315
"326",9051,"lyon","9051 - ANDREI SAKHAROV","373 AV. ANDREI SAKHAROV",TRUE,TRUE,12,12,0,"OPEN",1695363257000,45.786546,4.797107
"327",7012,"lyon","7012 - MERIEUX / PAVILLONS","246 RUE MARCEL MERIEUX",FALSE,FALSE,16,14,2,"OPEN",1695363249000,45.7291359373026,4.8301170098658
"328",7049,"lyon","7049 - CITÉ SCOLAIRE INTERNATIONALE","27–33 Rue Alexander Fleming 69007 Lyon",FALSE,FALSE,25,7,18,"OPEN",1695363237000,45.727951,4.823563
"329",6005,"lyon","6005 - PLACE EDGAR QUINET","Devant le lycée",TRUE,FALSE,20,16,4,"OPEN",1695363176000,45.765811,4.844767
"330",10102,"lyon","10102 - DOUA / GASTON BERGER","ave G. Berger",FALSE,FALSE,30,0,30,"OPEN",1695363196000,45.781008,4.871219
"331",6023,"lyon","6023 - QUAI SARRAIL","Niveau rue de Sèze",TRUE,FALSE,14,14,0,"OPEN",1695363160000,45.766821,4.841095
"332",7034,"lyon","7034 - PISCINE DU RHÔNE","Sur le quai devant l'entrée de la piscine",TRUE,FALSE,31,10,21,"OPEN",1695363235000,45.753705,4.838283
"333",1020,"lyon","1020 - TERREAUX / CHENAVARD","Rue Chenavard - Côté place des Terreaux",TRUE,FALSE,18,18,0,"OPEN",1695363258000,45.766763,4.832942
"334",10064,"lyon","10064 - 4 AOÛT 1789","Angle Rue Rollet/Blanqui",FALSE,FALSE,15,4,11,"OPEN",1695362943000,45.764812,4.884311
"335",8050,"lyon","8050 - BATAILLE / KRÜGER","",FALSE,FALSE,18,9,9,"OPEN",1695363260000,45.736219,4.879855
"336",10015,"lyon","10015 - POUDRETTE / MUSSET","",FALSE,FALSE,18,16,2,"OPEN",1695363195000,45.757936,4.921156
"337",3033,"lyon","3033 - OL STADIUM ÉPHÉMÈRE","",TRUE,FALSE,21,20,1,"OPEN",1695363254000,45.7679258135543,4.98117413078694
"338",7010,"lyon","7010 - CENTRE BERTHELOT","Rue Pasteur - Angle avenue Berthelot",TRUE,FALSE,19,0,18,"OPEN",1695363207000,45.747358,4.836009
"339",30001,"lyon","30001 - RILLIEUX - CANELLAS","",TRUE,TRUE,12,4,8,"OPEN",1695362820000,45.805207,4.88477
"340",8020,"lyon","8020 - MOULIN A VENT","",TRUE,FALSE,22,17,5,"OPEN",1695363204000,45.729714,4.854338
"341",10101,"lyon","10101 - EINSTEIN / 11 NOVEMBRE 1918","43 BVD DU 11 NOVEMBRE 1918 (VILLEURBANNE)",TRUE,FALSE,34,14,20,"OPEN",1695363267000,45.779429,4.873992
"342",11001,"lyon","11001 - CALUIRE - GARE DE CUIRE","2 RUE CLAUDE BERNARD (CALUIRE ET CUIRE)",TRUE,TRUE,16,16,0,"OPEN",1695363186000,45.785796,4.833733
"343",7022,"lyon","7022 - JAURÈS / LAGRANGE","16 Impasse du Pré Gaudry 69007 Lyon",TRUE,FALSE,30,13,17,"OPEN",1695362947000,45.743975,4.841463
"344",3102,"lyon","3102 - DOCTEUR LONG / CAILLE","135 COURS DOCTEUR LONG",FALSE,FALSE,16,15,1,"OPEN",1695362873000,45.75254,4.894272
"345",16004,"lyon","16004 - VENISSIEUX PARILLY","",FALSE,FALSE,25,1,24,"OPEN",1695362688000,45.719746,4.888457
"346",10088,"lyon","10088 - 4 AOÛT 1789 / PRESSENSÉ","COURS EMILE ZOLA (VILLEURBANNE)",TRUE,FALSE,19,15,4,"OPEN",1695363213000,45.76611,4.898539
"347",7020,"lyon","7020 - PARC DE GERLAND","Allée Pierre de Coubertin",TRUE,FALSE,26,17,9,"OPEN",1695363197000,45.724352,4.826821
"348",10031,"lyon","10031 - CROIX LUIZET","sur la place Croix Luizet",FALSE,FALSE,22,13,9,"OPEN",1695363012000,45.780679,4.88356
"349",5054,"lyon","5054 - CHAMPVERT","192 AV. BARTHELEMY BUYER",FALSE,TRUE,18,17,1,"OPEN",1695363008000,45.763906,4.792643
"350",7025,"lyon","7025 - LACOUR / ARTILLERIE","",TRUE,FALSE,20,2,18,"OPEN",1695362899000,45.729454,4.844228
"351",4011,"lyon","4011 - PLACE JOANNÈS AMBRE","Place Jean Ambre",TRUE,TRUE,20,11,7,"OPEN",1695363262000,45.781574,4.832866
"352",1002,"lyon","1002 - OPÉRA","Angle rue Serlin - Angle place de la comédie",TRUE,FALSE,41,38,1,"OPEN",1695363248000,45.767611,4.836619
"353",2042,"lyon","2042 - JOFFRE / VAUBECOUR","43 RUE VAUBECOUR",FALSE,FALSE,20,17,3,"OPEN",1695363067000,45.751873,4.824763
"354",16003,"lyon","16003 - VÉNISSIEUX - JOLIOT CURIE / SEMBAT","",FALSE,FALSE,25,11,14,"OPEN",1695363131000,45.71532,4.878337
"355",9032,"lyon","9032 - PLACE DU PORT MOUTON","Quai Arloing, Côté Saône",TRUE,FALSE,18,11,7,"OPEN",1695363263000,45.773815,4.809566
"356",14005,"lyon","14005 - BRON - UNIVERSITE","",TRUE,FALSE,30,20,10,"OPEN",1695363137000,45.72284,4.915219
"357",11002,"lyon","11002 - CALUIRE - SAINT-CLAIR","49 COURS ARISTIDE BRIAND (CALUIRE)",TRUE,FALSE,20,17,3,"OPEN",1695362668000,45.785465,4.847838
"358",3003,"lyon","3003 - PART-DIEU / DERUELLE","Face rue Massena, entrée centre commercial",TRUE,FALSE,30,19,11,"OPEN",1695363263000,45.762974,4.855071
"359",9002,"lyon","9002 - MAIRIE DU 9E","Prox. métro Valmy",TRUE,FALSE,27,6,21,"OPEN",1695363065000,45.774241,4.805676
"360",10116,"lyon","10116 - BLUM / FAYS","",FALSE,FALSE,16,7,9,"OPEN",1695362930000,45.760526,4.905877
"361",10010,"lyon","10010 - BAUDIN / ZOLA","12 rue baudin
Villeurbanne",FALSE,FALSE,16,0,0,"CLOSED",1695363253000,45.7651045967603,4.90512854660767
"362",10039,"lyon","10039 - BOUVIER","Rue Professeur Bouvier/Angle rue du 8 mai 1945",FALSE,FALSE,16,8,8,"OPEN",1695362715000,45.779487,4.891692
"363",6006,"lyon","6006 - BOULEVARD DES BELGES","Boulevard des Belges - Angle rue Duquesne",TRUE,FALSE,15,15,0,"OPEN",1695363141000,45.773304,4.852001
"364",12005,"lyon","12005 - VAULX - VILLAGE","",FALSE,FALSE,20,8,12,"OPEN",1695362821000,45.786262,4.926788
"365",10002,"lyon","10002 - INSA","Avenue Albert Einstein au niveau du virage",TRUE,FALSE,55,16,37,"OPEN",1695363251000,45.782222,4.876951
"366",7016,"lyon","7016 - PLACE SAINT LOUIS","Rue de la Madeleine - Angle rue St Lazarre",FALSE,FALSE,15,15,0,"OPEN",1695363160000,45.748925,4.847714
"367",5008,"lyon","5008 - SAINTE-IRÉNÉE","Place Sainte Irénée",FALSE,TRUE,20,14,6,"OPEN",1695362844000,45.754978,4.812427
"368",27001,"lyon","27001 - COLLONGES - GARE","",TRUE,FALSE,24,18,6,"OPEN",1695362717000,45.830874,4.846988
"369",34002,"lyon","34002 - NEUVILLE - STADE","",FALSE,FALSE,15,9,6,"OPEN",1695363117000,45.870877,4.839595
"370",12004,"lyon","12004 - VAULX - HÔTEL DE VILLE","",TRUE,FALSE,30,9,21,"OPEN",1695362759000,45.778178,4.920544
"371",10054,"lyon","10054 - STALINGRAD / MELIÈS","RUE GEORGES MELIES (VILLEURBANNE)",FALSE,FALSE,24,16,7,"OPEN",1695363105000,45.776715,4.859573
"372",1021,"lyon","1021 - TERREAUX / BEAUX ARTS","Rue Herriot - Devant Musée des Beaux Arts",TRUE,FALSE,11,11,0,"OPEN",1695362717000,45.767062,4.834294
"373",2007,"lyon","2007 - PATINOIRE CHARLEMAGNE","Angle rue Casimir Périer",TRUE,FALSE,37,28,9,"OPEN",1695362907000,45.742617,4.820464
"374",8004,"lyon","8004 - MAIRIE DU 8E","Devant la mairie du 8e",FALSE,FALSE,21,21,0,"OPEN",1695363258000,45.735158,4.872803
"375",3044,"lyon","3044 - QUAI AUGAGNEUR","Entre rue de Bonnel et rue Rabelais",TRUE,FALSE,19,17,1,"OPEN",1695362903000,45.762023,4.841053
"376",33001,"lyon","33001 - ALBIGNY - GARE","",TRUE,FALSE,18,14,4,"OPEN",1695363064000,45.874978,4.833024
"377",16005,"lyon","16005 - VENISSIEUX - GARE","",TRUE,FALSE,25,1,24,"OPEN",1695362755000,45.708509,4.886939
"378",10019,"lyon","10019 - 4 AOUT / RACINE","",FALSE,FALSE,30,19,10,"OPEN",1695363182000,45.764489,4.877894
"379",10025,"lyon","10025 - TOTEM","",TRUE,FALSE,16,12,3,"OPEN",1695363118000,45.763652,4.873158
"380",8034,"lyon","8034 - BERTHELOT / VILLON","Angle avenue Berthelot",FALSE,FALSE,13,4,9,"OPEN",1695362950000,45.738301,4.862727
"381",3084,"lyon","3084 - DESAIX","143 RUE PAUL BERT",FALSE,FALSE,28,15,12,"OPEN",1695362953000,45.757268,4.855193
"382",5026,"lyon","5026 - RUE DE LA BALEINE","Angle quai Romain Rolland",FALSE,FALSE,14,11,3,"OPEN",1695363060000,45.763383,4.829024
"383",3038,"lyon","3038 - VIVIER MERLE / PAUL BERT EST","Devant le bâtiment du Klesia",TRUE,FALSE,20,13,7,"OPEN",1695363248000,45.757147,4.858975
"384",11005,"lyon","11005 - CALUIRE - PASSERELLE DE LA PAIX","",TRUE,FALSE,25,25,0,"OPEN",1695363176000,45.787941,4.853035
"385",3019,"lyon","3019 - PART-DIEU / DERUELLE","Intersection Bd Vivier Merle - Rue Eugène Deruelle Lyon 3",TRUE,FALSE,39,23,16,"OPEN",1695363249000,45.76326,4.85749
"386",3079,"lyon","3079 - PLACE LOUISE","4 PLACE LOUISE",FALSE,FALSE,16,16,0,"OPEN",1695363262000,45.75118,4.884795
"387",2025,"lyon","2025 - MERCIÈRE / FERRANDIÈRE","Entre rue de Brest et rue Mercière",FALSE,FALSE,10,9,0,"OPEN",1695363004000,45.762054,4.833194
"388",7004,"lyon","7004 - MAIRIE DU 7E","Place Jean Macé - Face à la mairie",TRUE,FALSE,30,25,5,"OPEN",1695363262000,45.74656,4.842265
"389",5031,"lyon","5031- MÉNIVAL / JOLIOT CURIE","49 RUE JOLIOT CURIE",FALSE,TRUE,20,0,0,"OPEN",1695363241000,45.754654,4.78821
"390",2039,"lyon","2039 - CHARITÉ / RÉCAMIER","86 RUE DE LA CHARITE",FALSE,FALSE,17,17,0,"OPEN",1695363217000,45.749257,4.82984
"391",12003,"lyon","12003 - VAULX - BIBLIOTHEQUE","",FALSE,FALSE,15,5,10,"OPEN",1695362936000,45.757092,4.92731
"392",25001,"lyon","25001 - ST CYR","",TRUE,TRUE,12,10,2,"OPEN",1695363150000,45.799742,4.819607
"393",5041,"lyon","5041 - L'HOMME DE LA ROCHE","55 QUAI PIERRE SCIZE",TRUE,FALSE,21,21,0,"OPEN",1695363243000,45.766576,4.820214
"394",5009,"lyon","5009 - PLACE ENNEMOND FOUSSERET","angle quai de Bondy",TRUE,FALSE,16,4,12,"OPEN",1695363267000,45.764695,4.828969
"395",3034,"lyon","3034 - GARIBALDI / PENSIONNAT","",TRUE,FALSE,30,8,22,"OPEN",1695363199000,45.754727,4.85346
"396",8030,"lyon","8030 - LAËNNEC","Angle rue Nungesser et Coli",FALSE,FALSE,16,1,15,"OPEN",1695363230000,45.741425,4.879733
"397",5036,"lyon","5036 - LA SALETTE","104 RUE DU COMMANDANT CHARCOT",FALSE,TRUE,15,4,11,"OPEN",1695363140000,45.749627,4.795546
"398",8003,"lyon","8003 - CLAUDE BERNARD LYON I","Devant entrée de la fac",FALSE,FALSE,16,14,1,"OPEN",1695363199000,45.738135,4.886885
"399",3100,"lyon","3100 - SISLEY / DAUPHINE","61 RUE DU DAUPHINE",TRUE,FALSE,17,16,0,"OPEN",1695362767000,45.7524835251712,4.8687553636982
"400",28002,"lyon","28002 - FONTAINES S/S - GAMBETTA","",FALSE,FALSE,20,11,9,"OPEN",1695362779000,45.835406,4.8457
"401",10027,"lyon","10027 - MAIRIE DE VILLEURBANNE","Avenue Aristide Briand, en face de la mairie",TRUE,FALSE,26,8,17,"OPEN",1695363187000,45.766861,4.880059
"402",1012,"lyon","1012 - AMPÈRE / BOURSE","Rue de la Bourse - Long du Collège-Lycée Ampère",TRUE,FALSE,26,15,10,"OPEN",1695363090000,45.765789,4.836906
"403",10036,"lyon","10036 - STALINGRAD","Boulevard Stalingrad/angle rue Charlie Chaplin",FALSE,FALSE,21,9,12,"OPEN",1695363242000,45.77435,4.859157
"404",2018,"lyon","2018 - HOTEL DIEU / PONT DE LA GUILLOTIERE","",TRUE,FALSE,50,45,1,"OPEN",1695363158000,45.757571,4.837183
"405",2030,"lyon","2030 - RÉPUBLIQUE / POULAILLERIE","Angle Poulaillerie / République",TRUE,FALSE,32,32,0,"OPEN",1695363206000,45.764079,4.835554
"406",8051,"lyon","8051 - HÔPITAL SAINT-JEAN DE DIEU","303 ROUTE DE VIENNE (VENISSIEUX)",FALSE,FALSE,20,2,18,"OPEN",1695363246000,45.724172,4.854165
"407",7057,"lyon","7057 - JAURES / BOLLIER","217b–221 Avenue Jean Jaurès 69007 Lyon",TRUE,FALSE,34,10,24,"OPEN",1695363169000,45.734712,4.835486
"408",17001,"lyon","17001 - ST FONS - ARSENAL","",FALSE,FALSE,27,24,3,"OPEN",1695363234000,45.712362,4.855202
"409",7052,"lyon","7052 - PARC BLANDAN","Rue de l'Epargne",FALSE,FALSE,25,11,14,"OPEN",1695363189000,45.745939,4.851214
"410",7001,"lyon","7001 - PLACE GABRIEL PÉRI","Place Gabriel Péri",TRUE,FALSE,20,17,3,"OPEN",1695363259000,45.754875,4.843627
"411",6036,"lyon","6036 - MUSÉE D'ART CONTEMPORAIN","Allée A. Lignon",TRUE,FALSE,23,19,3,"OPEN",1695363131000,45.783885,4.852156
"412",7005,"lyon","7005 - DEBOURG","Avenue Debourg - Angle avenue Jean Jaurès",FALSE,FALSE,20,12,7,"OPEN",1695363220000,45.73182,4.833996
"413",8052,"lyon","8052 - CLINIQUE MONPLAISIR","2 AV. DES FRERES LUMIERE",FALSE,FALSE,16,1,15,"OPEN",1695362745000,45.747091,4.860196
"414",6011,"lyon","6011- MAIRIE DU 6E","Angle rue Boileau",FALSE,FALSE,23,22,0,"OPEN",1695363205000,45.768395,4.849402
"415",7061,"lyon","7061 - JAURES / UNIVERSITE","64 AV. JEAN JAURES",FALSE,FALSE,20,11,9,"OPEN",1695363229000,45.748545,4.843249
"416",10013,"lyon","10013 - CUSSET","103 RUE PIERRE VOYANT (VILLEURBANNE)",FALSE,FALSE,20,19,1,"OPEN",1695363170000,45.764961,4.901018
"417",2005,"lyon","2005 - CONFLUENCE HÔTEL DE RÉGION","101 cours Charlemagne Lyon 2 direction centre ville. Devant l'hôtel de Région",TRUE,FALSE,32,24,8,"OPEN",1695362666000,45.740675,4.819284
"418",1032,"lyon","1032 - PIZAY","17 RUE PIZAY",TRUE,FALSE,22,20,2,"OPEN",1695363031000,45.767165,4.836334
